condition,model,label,chrom,seg_start,seg_end,bead_start,bead_end,radial_dist
T1,model_0002,chr3,chr3,0,300000000,83550000,84450000,6.713889810787782
T1,model_0002,chr3,chr3,0,300000000,84450000,84875000,6.537912461290683
T1,model_0002,chr3,chr3,0,300000000,84875000,85600000,6.860200037353138
T1,model_0002,chr3,chr3,0,300000000,85600000,86700000,6.9822676613332435
T1,model_0002,chr3,chr3,0,300000000,86700000,87250000,7.250510442637815
T1,model_0002,chr3,chr3,0,300000000,87250000,94300000,7.0763269534059825
T1,model_0002,chr3,chr3,0,300000000,94300000,94800000,6.6889405663826915
T1,model_0002,chr3,chr3,0,300000000,94800000,95900000,6.305451691798138
T1,model_0002,chr3,chr3,0,300000000,95900000,96350000,5.968766952478544
T1,model_0002,chr3,chr3,0,300000000,96350000,96800000,5.601186485826017
T1,model_0002,chr3,chr3,0,300000000,96800000,97750000,5.210574980968991
T1,model_0002,chr3,chr3,0,300000000,97750000,98050000,4.818371597801481
T1,model_0002,chr3,chr3,0,300000000,98050000,98600000,4.57349641393759
T1,model_0002,chr3,chr3,0,300000000,98600000,99000000,4.312073941086818
T1,model_0002,chr3,chr3,0,300000000,99000000,99800000,3.97313811924529
T1,model_0002,chr3,chr3,0,300000000,99800000,100300000,3.68167209567881
T1,model_0002,chr3,chr3,0,300000000,100300000,100800000,3.8519709636626285
T1,model_0002,chr3,chr3,0,300000000,100800000,101250000,4.07769312353198
T1,model_0002,chr3,chr3,0,300000000,101250000,101750000,4.194606365000178
T1,model_0002,chr3,chr3,0,300000000,101750000,102250000,4.074412173987924
T1,model_0002,chr3,chr3,0,300000000,102250000,102600000,3.7525778178985174
T1,model_0002,chr3,chr3,0,300000000,102600000,103400000,3.799379884783831
T1,model_0002,chr3,chr3,0,300000000,103400000,104000000,3.9341339244108102
T1,model_0002,chr3,chr3,0,300000000,104000000,104600000,4.231260376329965
T1,model_0002,chr3,chr3,0,300000000,104600000,105550000,4.070160973313095
T1,model_0002,chr3,chr3,0,300000000,105550000,106200000,3.793375424608537
T1,model_0002,chr3,chr3,0,300000000,106200000,106600000,3.891224533388044
T1,model_0002,chr3,chr3,0,300000000,106600000,107150000,4.122147647309106
T1,model_0002,chr3,chr3,0,300000000,107150000,107850000,3.7756647311783396
T1,model_0002,chr3,chr3,0,300000000,107850000,108550000,3.504665558705424
T1,model_0002,chr3,chr3,0,300000000,108550000,109150000,3.2089148710430138
T1,model_0002,chr3,chr3,0,300000000,109150000,109550000,3.001791881740138
T1,model_0002,chr3,chr3,0,300000000,109550000,110300000,2.873911585313647
T1,model_0002,chr3,chr3,0,300000000,110300000,111050000,2.736972189508143
T1,model_0002,chr3,chr3,0,300000000,111050000,111550000,2.3738357163984625
T1,model_0002,chr3,chr3,0,300000000,111550000,112050000,2.4233913215153677
T1,model_0002,chr3,chr3,0,300000000,112050000,112550000,2.4701676596994386
T1,model_0002,chr3,chr3,0,300000000,112550000,113000000,2.8468847109252597
T1,model_0002,chr3,chr3,0,300000000,113000000,113650000,2.95923682392944
T1,model_0002,chr3,chr3,0,300000000,113650000,114300000,3.0515546872543506
T1,model_0002,chr3,chr3,0,300000000,114300000,115100000,3.3983433633859015
T1,model_0002,chr3,chr3,0,300000000,115100000,115850000,3.6982834401651803
T1,model_0002,chr3,chr3,0,300000000,115850000,116750000,3.856021941496184
T1,model_0002,chr3,chr3,0,300000000,116750000,117500000,3.89218099990224
T1,model_0002,chr3,chr3,0,300000000,117500000,117950000,4.190611754505063
T1,model_0002,chr3,chr3,0,300000000,117950000,118850000,4.565988174921613
T1,model_0002,chr3,chr3,0,300000000,118850000,119800000,4.627731209707409
T1,model_0002,chr3,chr3,0,300000000,119800000,120200000,4.652077587809236
T1,model_0002,chr3,chr3,0,300000000,120200000,120850000,4.4140511515957765
T1,model_0002,chr3,chr3,0,300000000,120850000,121450000,4.194973702912689
T1,model_0002,chr3,chr3,0,300000000,121450000,122350000,3.935550009708427
T1,model_0002,chr3,chr3,0,300000000,122350000,122750000,3.7077028636233784
T1,model_0002,chr3,chr3,0,300000000,122750000,123300000,3.4096704753200124
T1,model_0002,chr3,chr3,0,300000000,123300000,123600000,3.0723190919889816
T1,model_0002,chr3,chr3,0,300000000,123600000,124000000,3.345430728895907
T1,model_0002,chr3,chr3,0,300000000,124000000,124700000,3.421177262016103
T1,model_0002,chr3,chr3,0,300000000,124700000,125600000,3.3961757053521247
T1,model_0002,chr3,chr3,0,300000000,125600000,126600000,3.201295784163032
T1,model_0002,chr3,chr3,0,300000000,126600000,127550000,2.970728301118615
T1,model_0002,chr3,chr3,0,300000000,127550000,128050000,2.6595715204049317
T1,model_0002,chr3,chr3,0,300000000,128050000,128600000,2.5423351422283513
T1,model_0002,chr3,chr3,0,300000000,128600000,128950000,2.8730925861708667
T1,model_0002,chr3,chr3,0,300000000,128950000,129350000,3.0392596240064784
T1,model_0002,chr3,chr3,0,300000000,129350000,130150000,3.026242541858303
T1,model_0002,chr3,chr3,0,300000000,130150000,130650000,3.156370053709799
T1,model_0002,chr3,chr3,0,300000000,130650000,131050000,3.535287261291789
T1,model_0002,chr3,chr3,0,300000000,131050000,131550000,3.4818410138916454
T1,model_0002,chr3,chr3,0,300000000,131550000,132250000,3.2236566014054597
T1,model_0002,chr3,chr3,0,300000000,132250000,132700000,3.55491967621464
T1,model_0002,chr3,chr3,0,300000000,132700000,133400000,3.446741271568407
T1,model_0002,chr3,chr3,0,300000000,133400000,133850000,3.3303519164378166
T1,model_0002,chr3,chr3,0,300000000,133850000,134550000,3.2646649103771734
T1,model_0002,chr3,chr3,0,300000000,134550000,136050000,3.2221380518121814
T1,model_0002,chr3,chr3,0,300000000,136050000,136750000,3.4577385314638818
T1,model_0002,chr3,chr3,0,300000000,136750000,137150000,3.697007435177843
T1,model_0002,chr3,chr3,0,300000000,137150000,138050000,3.9006033401767475
T1,model_0002,chr3,chr3,0,300000000,138050000,138950000,3.7961978532591
T1,model_0002,chr3,chr3,0,300000000,138950000,139350000,4.03378724224568
T1,model_0002,chr3,chr3,0,300000000,139350000,140050000,4.02530458996546
T1,model_0002,chr3,chr3,0,300000000,140050000,140850000,4.3749543077243676
T1,model_0002,chr3,chr3,0,300000000,140850000,141250000,4.1500681992825905
T1,model_0002,chr3,chr3,0,300000000,141250000,142000000,4.045555196904499
T1,model_0002,chr3,chr3,0,300000000,142000000,142450000,3.803111752748794
T1,model_0002,chr3,chr3,0,300000000,142450000,143050000,3.956753657389982
T1,model_0002,chr3,chr3,0,300000000,143050000,143750000,4.218245674815538
T1,model_0002,chr3,chr3,0,300000000,143750000,144700000,4.229269318842204
T1,model_0002,chr3,chr3,0,300000000,144700000,145200000,4.601696510907689
T1,model_0002,chr3,chr3,0,300000000,145200000,145750000,4.817614863456813
T1,model_0002,chr3,chr3,0,300000000,145750000,146650000,5.043085572712404
T1,model_0002,chr3,chr3,0,300000000,146650000,147250000,4.972574190537533
T1,model_0002,chr3,chr3,0,300000000,147250000,147650000,5.07481473072663
T1,model_0002,chr3,chr3,0,300000000,147650000,148300000,4.7351032894330825
T1,model_0002,chr3,chr3,0,300000000,148300000,148950000,4.391507572223917
T1,model_0002,chr3,chr3,0,300000000,148950000,149350000,4.290663881941814
T1,model_0002,chr3,chr3,0,300000000,149350000,149900000,4.203119848017661
T1,model_0002,chr3,chr3,0,300000000,149900000,150200000,4.1770475037159915
T1,model_0002,chr3,chr3,0,300000000,150200000,150550000,4.00554411046739
T1,model_0002,chr3,chr3,0,300000000,150550000,151150000,3.796138611128419
T1,model_0002,chr3,chr3,0,300000000,151150000,151950000,3.9077442992857145
T1,model_0002,chr3,chr3,0,300000000,151950000,152500000,4.200696771774893
T1,model_0002,chr3,chr3,0,300000000,152500000,153000000,4.256729880847503
T1,model_0002,chr3,chr3,0,300000000,153000000,154050000,4.311275111472242
T1,model_0002,chr3,chr3,0,300000000,154050000,154750000,4.1966509379384895
T1,model_0002,chr3,chr3,0,300000000,154750000,155350000,4.159894631544891
T1,model_0002,chr3,chr3,0,300000000,155350000,156000000,4.340526694872409
T1,model_0002,chr3,chr3,0,300000000,156000000,156550000,3.9814361599710475
T1,model_0002,chr3,chr3,0,300000000,156550000,157150000,3.7270092311127967
T1,model_0002,chr3,chr3,0,300000000,157150000,157550000,3.951061106854714
T1,model_0002,chr3,chr3,0,300000000,157550000,158050000,3.7505044841061053
T1,model_0002,chr3,chr3,0,300000000,158050000,158550000,3.9753601309315365
T1,model_0002,chr3,chr3,0,300000000,158550000,159250000,4.281754774774006
T1,model_0002,chr3,chr3,0,300000000,159250000,160000000,4.313975181940665
T1,model_0002,chr3,chr3,0,300000000,160000000,160550000,4.414920302100594
T1,model_0002,chr3,chr3,0,300000000,160550000,161500000,4.577984681505607
T1,model_0002,chr3,chr3,0,300000000,161500000,162300000,4.902515964583899
T1,model_0002,chr3,chr3,0,300000000,162300000,162950000,4.84362232251855
T1,model_0002,chr3,chr3,0,300000000,162950000,163500000,5.052249808293332
T1,model_0002,chr3,chr3,0,300000000,163500000,163950000,4.745366339430498
T1,model_0002,chr3,chr3,0,300000000,163950000,165200000,4.3602915268018485
T1,model_0002,chr3,chr3,0,300000000,165200000,165900000,4.484488247994413
T1,model_0002,chr3,chr3,0,300000000,165900000,167350000,4.279124629524127
T1,model_0002,chr3,chr3,0,300000000,167350000,167900000,4.074728504293261
T1,model_0002,chr3,chr3,0,300000000,167900000,168200000,3.8590175080841496
T1,model_0002,chr3,chr3,0,300000000,168200000,168850000,3.998904130558771
T1,model_0002,chr3,chr3,0,300000000,168850000,169750000,3.7958058835114317
T1,model_0002,chr3,chr3,0,300000000,169750000,170400000,3.568913093071895
T1,model_0002,chr3,chr3,0,300000000,170400000,170900000,3.2680631084175835
T1,model_0002,chr3,chr3,0,300000000,170900000,171600000,3.083479032748561
T1,model_0002,chr3,chr3,0,300000000,171600000,172350000,3.402812540149692
T1,model_0002,chr3,chr3,0,300000000,172350000,172800000,3.4118183309344006
T1,model_0002,chr3,chr3,0,300000000,172800000,173350000,3.218928425501257
T1,model_0002,chr3,chr3,0,300000000,173350000,174200000,2.9443615012766347
T1,model_0002,chr3,chr3,0,300000000,174200000,174750000,2.6049593603931713
T1,model_0002,chr3,chr3,0,300000000,174750000,175550000,2.31934790857258
T1,model_0002,chr3,chr3,0,300000000,175550000,175950000,2.1912090909224067
T1,model_0002,chr3,chr3,0,300000000,175950000,176450000,1.9909094117015973
T1,model_0002,chr3,chr3,0,300000000,176450000,176950000,2.208745559049752
T1,model_0002,chr3,chr3,0,300000000,176950000,177800000,2.60021793506179
T1,model_0002,chr3,chr3,0,300000000,177800000,178400000,2.7885280353663293
T1,model_0002,chr3,chr3,0,300000000,178400000,178950000,2.668443358090255
T1,model_0002,chr3,chr3,0,300000000,178950000,179650000,2.5847511860745898
T1,model_0002,chr3,chr3,0,300000000,179650000,180600000,2.716848456095592
T1,model_0002,chr3,chr3,0,300000000,180600000,181200000,3.0741424953259733
T1,model_0002,chr3,chr3,0,300000000,181200000,181700000,3.415643004137874
T1,model_0002,chr3,chr3,0,300000000,181700000,182250000,3.4215435808126133
T1,model_0002,chr3,chr3,0,300000000,182250000,182700000,3.090283820570693
T1,model_0002,chr3,chr3,0,300000000,182700000,183450000,2.6973686055183483
T1,model_0002,chr3,chr3,0,300000000,183450000,183850000,2.6893633469696874
T1,model_0002,chr3,chr3,0,300000000,183850000,184350000,2.4121859179426863
T1,model_0002,chr3,chr3,0,300000000,184350000,184850000,2.6524345234452067
T1,model_0002,chr3,chr3,0,300000000,184850000,185300000,2.8369180106735548
T1,model_0002,chr3,chr3,0,300000000,185300000,185950000,3.189887777763506
T1,model_0002,chr3,chr3,0,300000000,185950000,186550000,3.4313839688177654
T1,model_0002,chr3,chr3,0,300000000,186550000,187700000,3.3776272686397486
T1,model_0002,chr3,chr3,0,300000000,187700000,189250000,3.1128906984177904
T1,model_0002,chr3,chr3,0,300000000,189250000,189950000,3.1037651430546416
T1,model_0002,chr3,chr3,0,300000000,189950000,190700000,3.235874981566655
T1,model_0002,chr3,chr3,0,300000000,190700000,191400000,3.4674833598591355
T1,model_0002,chr3,chr3,0,300000000,191400000,192450000,3.5631046061966805
T1,model_0002,chr3,chr3,0,300000000,192450000,193100000,3.2785809925332026
T1,model_0002,chr3,chr3,0,300000000,193100000,193600000,3.175631512770334
T1,model_0002,chr3,chr3,0,300000000,193600000,194400000,3.549992039991076
T1,model_0002,chr3,chr3,0,300000000,194400000,194650000,3.407278496395767
T1,model_0002,chr3,chr3,0,300000000,194650000,195250000,3.310943730630287
T1,model_0002,chr3,chr3,0,300000000,195250000,196550000,3.5419731234863994
T1,model_0002,chr3,chr3,0,300000000,196550000,197000000,3.4119459177865052
T1,model_0002,chr3,chr3,0,300000000,197000000,198295559,3.1928645794577633
T1,model_0002,chr17,chr17,0,300000000,0,2350000,5.041357287259057
T1,model_0002,chr17,chr17,0,300000000,2350000,2750000,4.727297902893365
T1,model_0002,chr17,chr17,0,300000000,2750000,3700000,4.469636621594646
T1,model_0002,chr17,chr17,0,300000000,3700000,4100000,4.319179692129051
T1,model_0002,chr17,chr17,0,300000000,4100000,4650000,4.244941296190089
T1,model_0002,chr17,chr17,0,300000000,4650000,5100000,4.619318178865795
T1,model_0002,chr17,chr17,0,300000000,5100000,5550000,4.902186242626855
T1,model_0002,chr17,chr17,0,300000000,5550000,6450000,5.280622247245111
T1,model_0002,chr17,chr17,0,300000000,6450000,7050000,5.322341439761264
T1,model_0002,chr17,chr17,0,300000000,7050000,8350000,5.491894393431104
T1,model_0002,chr17,chr17,0,300000000,8350000,8950000,5.855149389383673
T1,model_0002,chr17,chr17,0,300000000,8950000,9900000,6.192105838864514
T1,model_0002,chr17,chr17,0,300000000,9900000,10300000,6.559450219904104
T1,model_0002,chr17,chr17,0,300000000,10300000,10700000,6.771214377177849
T1,model_0002,chr17,chr17,0,300000000,10700000,12200000,6.865441880527429
T1,model_0002,chr17,chr17,0,300000000,12200000,13000000,6.978459825706528
T1,model_0002,chr17,chr17,0,300000000,13000000,14000000,6.6082854897015455
T1,model_0002,chr17,chr17,0,300000000,14000000,14350000,6.473124158464752
T1,model_0002,chr17,chr17,0,300000000,14350000,15200000,6.408469491048545
T1,model_0002,chr17,chr17,0,300000000,15200000,15550000,6.0439518309546445
T1,model_0002,chr17,chr17,0,300000000,15550000,16050000,6.070498696375776
T1,model_0002,chr17,chr17,0,300000000,16050000,16550000,5.866732774841547
T1,model_0002,chr17,chr17,0,300000000,16550000,16950000,5.658971117667946
T1,model_0002,chr17,chr17,0,300000000,16950000,17300000,5.8392577968779555
T1,model_0002,chr17,chr17,0,300000000,17300000,17650000,5.807762360995842
T1,model_0002,chr17,chr17,0,300000000,17650000,18100000,5.42009154644089
T1,model_0002,chr17,chr17,0,300000000,18100000,19150000,5.443482754762799
T1,model_0002,chr17,chr17,0,300000000,19150000,19900000,5.455673815735322
T1,model_0002,chr17,chr17,0,300000000,19900000,21000000,5.066859514975722
T1,model_0002,chr17,chr17,0,300000000,21000000,21550000,4.835079482862717
T1,model_0002,chr17,chr17,0,300000000,21550000,25050000,4.637391972757964
T1,model_0002,chr17,chr17,0,300000000,25050000,28550000,4.481081780028122
T1,model_0002,chr17,chr17,0,300000000,28550000,29300000,4.616070875734037
T1,model_0002,chr17,chr17,0,300000000,29300000,29600000,4.9554461292097605
T1,model_0002,chr17,chr17,0,300000000,29600000,30100000,4.794293526016111
T1,model_0002,chr17,chr17,0,300000000,30100000,31900000,4.875583524246098
T1,model_0002,chr17,chr17,0,300000000,31900000,32450000,4.7266369646780575
T1,model_0002,chr17,chr17,0,300000000,32450000,32950000,4.565845293001505
T1,model_0002,chr17,chr17,0,300000000,32950000,33400000,4.192702016291642
T1,model_0002,chr17,chr17,0,300000000,33400000,33800000,4.239858768658338
T1,model_0002,chr17,chr17,0,300000000,33800000,34400000,4.427803468653052
T1,model_0002,chr17,chr17,0,300000000,34400000,34950000,4.789801120692173
T1,model_0002,chr17,chr17,0,300000000,34950000,35550000,4.862483856093765
T1,model_0002,chr17,chr17,0,300000000,35550000,39250000,5.211835877250548
T1,model_0002,chr17,chr17,0,300000000,39250000,39550000,4.971305963649391
T1,model_0002,chr17,chr17,0,300000000,39550000,40000000,5.165906073974342
T1,model_0002,chr17,chr17,0,300000000,40000000,41700000,5.132568287483762
T1,model_0002,chr17,chr17,0,300000000,41700000,42550000,4.968878912330225
T1,model_0002,chr17,chr17,0,300000000,42550000,43350000,4.6316798297917785
T1,model_0002,chr17,chr17,0,300000000,43350000,43900000,4.265913242530842
T1,model_0002,chr17,chr17,0,300000000,43900000,44350000,4.244897853437818
T1,model_0002,chr17,chr17,0,300000000,44350000,44750000,4.2796232377726895
T1,model_0002,chr17,chr17,0,300000000,44750000,47800000,4.0189882898608005
T1,model_0002,chr17,chr17,0,300000000,47800000,48150000,3.653286971448623
T1,model_0002,chr17,chr17,0,300000000,48150000,48650000,3.7732632895181064
T1,model_0002,chr17,chr17,0,300000000,48650000,49250000,3.793802767698395
T1,model_0002,chr17,chr17,0,300000000,49250000,49850000,3.8313537674748854
T1,model_0002,chr17,chr17,0,300000000,49850000,50350000,3.6160380289688603
T1,model_0002,chr17,chr17,0,300000000,50350000,51300000,3.5418444124777704
T1,model_0002,chr17,chr17,0,300000000,51300000,52350000,3.882536799168811
T1,model_0002,chr17,chr17,0,300000000,52350000,53050000,3.958744932854351
T1,model_0002,chr17,chr17,0,300000000,53050000,54150000,4.216858236602222
T1,model_0002,chr17,chr17,0,300000000,54150000,54950000,3.9100440923728725
T1,model_0002,chr17,chr17,0,300000000,54950000,55500000,3.927700392965329
T1,model_0002,chr17,chr17,0,300000000,55500000,55850000,4.19909392132398
T1,model_0002,chr17,chr17,0,300000000,55850000,56500000,3.9743163653891473
T1,model_0002,chr17,chr17,0,300000000,56500000,57100000,4.2058349493531
T1,model_0002,chr17,chr17,0,300000000,57100000,57750000,3.9073162060677915
T1,model_0002,chr17,chr17,0,300000000,57750000,58200000,4.134212461376411
T1,model_0002,chr17,chr17,0,300000000,58200000,58500000,4.470708876062051
T1,model_0002,chr17,chr17,0,300000000,58500000,59200000,4.6867066135400455
T1,model_0002,chr17,chr17,0,300000000,59200000,59600000,5.0054658854196585
T1,model_0002,chr17,chr17,0,300000000,59600000,60050000,4.808996808940509
T1,model_0002,chr17,chr17,0,300000000,60050000,60700000,4.86429227067001
T1,model_0002,chr17,chr17,0,300000000,60700000,61600000,4.469262037797739
T1,model_0002,chr17,chr17,0,300000000,61600000,62400000,4.381719032628633
T1,model_0002,chr17,chr17,0,300000000,62400000,63400000,4.037093675380843
T1,model_0002,chr17,chr17,0,300000000,63400000,63850000,4.043821507250289
T1,model_0002,chr17,chr17,0,300000000,63850000,64300000,3.8606548265935405
